Sr.No,Round ▲▼,Institute ▲▼,Program ▲▼,Quota ▲▼,Category ▲▼,Opening Rank ▲▼,Closing Rank ▲▼,Round_Name
1,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),All India,SC,325421.0,325421.0,Round 1
2,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),Home State,BC(AF),121010.0,121010.0,Round 1
3,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),Home State,BC(GIRL),102821.0,115362.0,Round 1
4,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),Home State,BC,100988.0,116141.0,Round 1
5,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),Home State,EWS(GIRL),111413.0,115123.0,Round 1
6,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),Home State,EWS,101429.0,105415.0,Round 1
7,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),Home State,OPEN(AF),103981.0,103981.0,Round 1
8,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),Home State,OPEN(FF),1096954.0,1096954.0,Round 1
9,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),Home State,OPEN GIRL,56908.0,101047.0,Round 1
10,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),Home State,OPEN,72810.0,94019.0,Round 1
11,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),Home State,SC(AF),500483.0,500483.0,Round 1
12,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),Home State,SC(GIRL),320192.0,330984.0,Round 1
13,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),Home State,SC,213222.0,295359.0,Round 1
14,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),Home State,ST(GIRL),719869.0,719869.0,Round 1
15,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY) (TFW),Home State,OPEN (TF),80658.0,87212.0,Round 1
16,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),All India,OPEN,38790.0,53230.0,Round 1
17,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),All India,SC,345128.0,345128.0,Round 1
18,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),Home State,BC(AF),92735.0,92735.0,Round 1
19,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),Home State,BC(GIRL),92656.0,103882.0,Round 1
20,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),Home State,BC,81095.0,90556.0,Round 1
21,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),Home State,EWS(GIRL),96384.0,96384.0,Round 1
22,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),Home State,EWS,80119.0,83778.0,Round 1
23,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),Home State,OPEN(AF),91366.0,91366.0,Round 1
24,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),Home State,OPEN GIRL,67978.0,86651.0,Round 1
25,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),Home State,OPEN,58928.0,79788.0,Round 1
26,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),Home State,SC(AF),332234.0,332234.0,Round 1
27,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),Home State,SC(GIRL),297345.0,312946.0,Round 1
28,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),Home State,SC,200301.0,292919.0,Round 1
29,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),Home State,ST,450420.0,450420.0,Round 1
30,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY) (TFW),Home State,OPEN (TF),64823.0,73428.0,Round 1
31,Round 1,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,All India,BC,55158.0,55158.0,Round 1
32,Round 1,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,All India,OPEN,45661.0,45661.0,Round 1
33,Round 1,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,All India,SC,279282.0,279282.0,Round 1
34,Round 1,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,BC(AF),88537.0,88537.0,Round 1
35,Round 1,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,BC(GIRL),78018.0,90526.0,Round 1
36,Round 1,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,BC,65490.0,74907.0,Round 1
37,Round 1,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,EWS(AF),137917.0,137917.0,Round 1
38,Round 1,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,EWS(GIRL),76122.0,76122.0,Round 1
39,Round 1,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,EWS,67061.0,75311.0,Round 1
40,Round 1,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,OPEN(AF),71917.0,71917.0,Round 1
41,Round 1,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,OPEN(FF),642319.0,642319.0,Round 1
42,Round 1,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,OPEN GIRL,62923.0,72273.0,Round 1
43,Round 1,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,OPEN,40451.0,64949.0,Round 1
44,Round 1,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,OPEN(PH),1218127.0,1329444.0,Round 1
45,Round 1,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,SC(AF),395819.0,395819.0,Round 1
46,Round 1,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,SC(GIRL),166950.0,261333.0,Round 1
47,Round 1,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,SC,143075.0,222711.0,Round 1
48,Round 1,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,ST(GIRL),291274.0,291274.0,Round 1
49,Round 1,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG.,Home State,ST,269185.0,269185.0,Round 1
50,Round 1,"Harcourt Butler Technical University, Kanpur",CIVIL ENGG. (TFW),Home State,OPEN (TF),54810.0,65844.0,Round 1
51,Round 1,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,All India,BC,42488.0,42488.0,Round 1
52,Round 1,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,All India,OPEN,11039.0,11799.0,Round 1
53,Round 1,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,BC(AF),50740.0,50740.0,Round 1
54,Round 1,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,BC(FF),642640.0,642640.0,Round 1
55,Round 1,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,BC(GIRL),40906.0,46297.0,Round 1
56,Round 1,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,BC,31392.0,39975.0,Round 1
57,Round 1,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,BC(PH),211643.0,211643.0,Round 1
58,Round 1,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,EWS(GIRL),37305.0,37305.0,Round 1
59,Round 1,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,EWS,28846.0,35332.0,Round 1
60,Round 1,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,EWS(PH),681057.0,681057.0,Round 1
61,Round 1,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,OPEN(AF),29711.0,32628.0,Round 1
62,Round 1,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,OPEN GIRL,15519.0,32170.0,Round 1
63,Round 1,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,OPEN,9702.0,26726.0,Round 1
64,Round 1,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,OPEN(PH),130501.0,134244.0,Round 1
65,Round 1,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,SC(AF),259399.0,259399.0,Round 1
66,Round 1,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,SC(GIRL),147773.0,188252.0,Round 1
67,Round 1,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,SC,95251.0,136588.0,Round 1
68,Round 1,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,SC(PH),343115.0,343115.0,Round 1
69,Round 1,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG.,Home State,ST,209184.0,209184.0,Round 1
70,Round 1,"Harcourt Butler Technical University, Kanpur",COMPUTER SC. & ENGG. (TFW),Home State,OPEN (TF),8266.0,19017.0,Round 1
71,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,All India,BC,47840.0,47840.0,Round 1
72,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,All India,OPEN,32472.0,32472.0,Round 1
73,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,All India,SC,218777.0,218777.0,Round 1
74,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,BC(AF),74766.0,74766.0,Round 1
75,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,BC(GIRL),60180.0,65041.0,Round 1
76,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,BC,50266.0,54967.0,Round 1
77,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,BC(PH),1193832.0,1193832.0,Round 1
78,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,EWS(AF),70054.0,70054.0,Round 1
79,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,EWS(GIRL),55567.0,57493.0,Round 1
80,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,EWS,50291.0,55970.0,Round 1
81,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,OPEN(AF),59884.0,59884.0,Round 1
82,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,OPEN(FF),192325.0,192325.0,Round 1
83,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,OPEN GIRL,43110.0,50819.0,Round 1
84,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,OPEN,38910.0,47243.0,Round 1
85,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,OPEN(PH),770910.0,1082513.0,Round 1
86,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,SC(AF),309120.0,309120.0,Round 1
87,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,SC(GIRL),212498.0,241033.0,Round 1
88,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,SC,169558.0,184656.0,Round 1
89,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG.,Home State,ST,284770.0,284770.0,Round 1
90,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRICAL ENGG. (TFW),Home State,OPEN (TF),46665.0,48566.0,Round 1
91,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,All India,BC,45907.0,45907.0,Round 1
92,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,All India,OPEN,27401.0,29970.0,Round 1
93,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,BC(AF),66126.0,66126.0,Round 1
94,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,BC(GIRL),52123.0,57295.0,Round 1
95,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,BC,44871.0,50144.0,Round 1
96,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,BC(PH),749654.0,749654.0,Round 1
97,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,EWS(GIRL),49713.0,49713.0,Round 1
98,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,EWS,43363.0,46624.0,Round 1
99,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,EWS(PH),1219758.0,1219758.0,Round 1
100,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,OPEN(AF),45809.0,53020.0,Round 1
101,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,OPEN(FF),98748.0,98748.0,Round 1
102,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,OPEN GIRL,33871.0,48371.0,Round 1
103,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,OPEN,23433.0,40982.0,Round 1
104,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,OPEN(PH),404611.0,404611.0,Round 1
105,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,SC(AF),291628.0,291628.0,Round 1
106,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,SC(GIRL),206825.0,238538.0,Round 1
107,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,SC,104147.0,169555.0,Round 1
108,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,SC(PH),843231.0,843231.0,Round 1
109,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,ST(GIRL),537059.0,537059.0,Round 1
110,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG.,Home State,ST,276638.0,276638.0,Round 1
111,Round 1,"Harcourt Butler Technical University, Kanpur",ELECTRONICS ENGG. (TFW),Home State,OPEN (TF),39236.0,40656.0,Round 1
112,Round 1,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,All India,BC,54522.0,54522.0,Round 1
113,Round 1,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,All India,OPEN,29990.0,29990.0,Round 1
114,Round 1,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,All India,SC,30200.0,30200.0,Round 1
115,Round 1,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,BC(AF),82206.0,82206.0,Round 1
116,Round 1,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,BC(GIRL),67857.0,77804.0,Round 1
117,Round 1,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,BC,54981.0,65402.0,Round 1
118,Round 1,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,BC(PH),1239178.0,1239178.0,Round 1
119,Round 1,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,EWS(AF),114428.0,114428.0,Round 1
120,Round 1,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,EWS(GIRL),69074.0,69074.0,Round 1
121,Round 1,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,EWS,57543.0,64257.0,Round 1
122,Round 1,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,OPEN(AF),67818.0,67818.0,Round 1
123,Round 1,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,OPEN GIRL,53923.0,67072.0,Round 1
124,Round 1,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,OPEN,43876.0,53276.0,Round 1
125,Round 1,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,OPEN(PH),982476.0,1047913.0,Round 1
126,Round 1,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,SC(AF),474811.0,474811.0,Round 1
127,Round 1,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,SC(GIRL),241058.0,255542.0,Round 1
128,Round 1,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,SC,170031.0,200387.0,Round 1
129,Round 1,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG.,Home State,ST,317740.0,317740.0,Round 1
130,Round 1,"Harcourt Butler Technical University, Kanpur",MECHANICAL ENGG. (TFW),Home State,OPEN (TF),40804.0,52339.0,Round 1
131,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,All India,BC,61429.0,61429.0,Round 1
132,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,All India,OPEN,37794.0,38484.0,Round 1
133,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,BC(AF),86105.0,86105.0,Round 1
134,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,BC(GIRL),64621.0,84415.0,Round 1
135,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,BC,58914.0,69488.0,Round 1
136,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,EWS(GIRL),66089.0,66575.0,Round 1
137,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,EWS,58943.0,63453.0,Round 1
138,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,EWS(PH),925387.0,925387.0,Round 1
139,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,OPEN(AF),67003.0,67003.0,Round 1
140,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,OPEN(FF),390277.0,390277.0,Round 1
141,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,OPEN GIRL,56461.0,63228.0,Round 1
142,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,OPEN,42601.0,58197.0,Round 1
143,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,OPEN(PH),841568.0,918932.0,Round 1
144,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,SC(AF),303956.0,303956.0,Round 1
145,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,SC(GIRL),192215.0,251102.0,Round 1
146,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,SC,195617.0,212919.0,Round 1
147,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,SC(PH),1051172.0,1051172.0,Round 1
148,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG.,Home State,ST,361174.0,361174.0,Round 1
149,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL ENGG. (TFW),Home State,OPEN (TF),53906.0,55792.0,Round 1
150,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (BIOCHEMICAL ENGG.),All India,BC,66624.0,66624.0,Round 1
151,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (BIOCHEMICAL ENGG.),All India,OPEN,38210.0,38210.0,Round 1
152,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (BIOCHEMICAL ENGG.),All India,SC,339078.0,339078.0,Round 1
153,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (BIOCHEMICAL ENGG.),Home State,BC(GIRL),109098.0,116923.0,Round 1
154,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (BIOCHEMICAL ENGG.),Home State,BC,85534.0,112391.0,Round 1
155,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (BIOCHEMICAL ENGG.),Home State,EWS(GIRL),95966.0,95966.0,Round 1
156,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (BIOCHEMICAL ENGG.),Home State,EWS,85864.0,101250.0,Round 1
157,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (BIOCHEMICAL ENGG.),Home State,OPEN(AF),98367.0,98367.0,Round 1
158,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (BIOCHEMICAL ENGG.),Home State,OPEN GIRL,76507.0,84706.0,Round 1
159,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (BIOCHEMICAL ENGG.),Home State,OPEN,60577.0,81275.0,Round 1
160,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (BIOCHEMICAL ENGG.),Home State,OPEN(PH),1261057.0,1261057.0,Round 1
161,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (BIOCHEMICAL ENGG.),Home State,SC(AF),567642.0,567642.0,Round 1
162,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (BIOCHEMICAL ENGG.),Home State,SC(GIRL),271767.0,307312.0,Round 1
163,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (BIOCHEMICAL ENGG.),Home State,SC,224574.0,266060.0,Round 1
164,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (BIOCHEMICAL ENGG.),Home State,ST,362924.0,362924.0,Round 1
165,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (BIOCHEMICAL ENGG.) (TFW),Home State,OPEN (TF),73150.0,90109.0,Round 1
166,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (OIL TECHNOLOGY),All India,BC,61549.0,61549.0,Round 1
167,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (OIL TECHNOLOGY),All India,OPEN,45208.0,45208.0,Round 1
168,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (OIL TECHNOLOGY),All India,SC,329997.0,329997.0,Round 1
169,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (OIL TECHNOLOGY),Home State,BC(AF),136729.0,136729.0,Round 1
170,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (OIL TECHNOLOGY),Home State,BC(GIRL),107382.0,130903.0,Round 1
171,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (OIL TECHNOLOGY),Home State,BC,89902.0,100086.0,Round 1
172,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (OIL TECHNOLOGY),Home State,EWS(GIRL),121750.0,121750.0,Round 1
173,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (OIL TECHNOLOGY),Home State,EWS,89571.0,103284.0,Round 1
174,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (OIL TECHNOLOGY),Home State,OPEN(AF),115410.0,125453.0,Round 1
175,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (OIL TECHNOLOGY),Home State,OPEN GIRL,67842.0,104360.0,Round 1
176,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (OIL TECHNOLOGY),Home State,OPEN,60792.0,87867.0,Round 1
177,Round 1,"Harcourt Butler Technical University, Kanpur",CHEMICAL TECHNOLOGY (OIL TECHNOLOGY),Home State,OPEN(PH),1109200.0,1109200.0,Round 1
